CODERESP;SECURITYID;BIRTHYEARR;control1;control3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON1ACC1_07;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON2ACC1_06;REASON2ACC1_07;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;IMPORTANCE1;VOTE2;VOTE2A;VOTE2B;VOTE2C;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON2ACC2_04;REASON2ACC2_05;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON1DEN2_04;REASON1DEN2_05;REASON1DEN2_06;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;IMPORTANCE2;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_13;TRUST_16;TRUST_23;TRUST_29;TRUST_31;TRUST_63;LRSP;VALUE1;VALUE3;VALUE4;VALUE8;VALUE9;VALUE10;VALUE12;VALUE13;VALUE16;VALUE17;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;ZUSATZ1_1;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;ZUSATZ2_1;ZUSATZ2_2;ZUSATZ3;MEDEREI_1;MEDEREI_2;MEDEREI_3;ZUSATZ4;ZUSATZ5;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2
16213;20240922.38086.242;1971;99999998;99999998; ;8;3;2;1;0;1;0;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;9;9;9;9;9;9;9;9;9;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;18;9;8;8;99999998;99999998;98;98;99999998;99999998;98;99999998;8;99999998;99999998;98;8;8;,788584653434776;,789329724974323
16216;20240922.38282.242;2006;99999998;99999998; ;2;4;1;8;8;8;8;8;8;8;8;8;8;8;99;1;4;99999998;99999998;J'aime la nature, les animaux et tout simplement la biodiversité.;12; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;9;1;1;99999998;99999998;Je suis jeune donc je suis touchée par cela dans la première ligne.;34;21; ; ; ;99; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;6;8;7;5;5;7;5;7;6;6;9;98;8;8;9;2;4;5;1;2;1;5;1;2;1;3;2;2;1;1;1;1;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;3;2;1;2;2;2;2;6;5;0;9;2;5;0;8;0;1;4;0;5;0;0;6;5;4;5;0;4;0;8;3;2;10;16;1;1;2;99999998;99999998;33;6;6;99999998;98;99999998;4;32;3;98;2;7;,40480813823067;,425926582830438
16217;20240922.30851.242;1984;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;99;2;99999998;2;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;5;1;2;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;8;7;6;5;3;5;7;7;5;6;6;7;8;6;5;5;7;98;8;3;9;6;2;9;2;1;4;4;2;3;8;8;2;4;8;8;8;8;2;8;1;8;8;2;8;2;2;8;98;1;98;2;8;3;7;5;8;6;5;5;1;5;3;4;3;4;3;4;3;5;5;4;4;4;6;3;7;2;2;10;4;1;8;8;99999998;99999998;32;3;99999998;33;22;1;8;99999998;99999998;98;3;1;1,07939797634309;,984923213254551
16218;20240922.34432.242;1962;99999998;99999998; ;1;4;2;0;0;1;0;0;0;0;0;0;0;0;1;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;8;4;4;2;3;1;1;4;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;1;1;1;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;1;1;1;1;2;2;32;3;99999998;32;10;2;1;99999998;99999998;3;3;2;1,52198232053311;1,52342032177468
16220;20240922.35248.242;1985;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Arguments du projet trop vague;95;13; ; ; ; ;99; ; ; ; ;5;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;6;5;5;1;3;6;9;6;4;5;3;4;6;2;2;7;3;6;2;3;1;2;1;3;3;3;2;2;1;1;1;3;1;3;4;4;3;2;2;2;1;3;2;2;3;2;2;3;2;1;1;2;1;1;5;0;0;9;0;2;2;7;0;0;0;0;0;0;0;8;0;0;0;0;8;0;7;4;1;10;3;1;1;2;99999998;99999998;52;3;99999998;32;10;1;1;99999998;99999998;15;1;2;,323087481319988;,318541139060354
16222;20240922.31401.242;1953;99999998;99999998; ;2;2;2;1;0;1;0;0;0;0;0;0;0;0;3;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;9;9;5;8;98;9;8;4;6;5;6;5;98;4;7;4;5;3;3;2;3;4;5;4;9;2;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;2;1;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;9;3;1;1;1;2;4;32;7;3;33;22;1;2;32;7;98;1;2;1,75400574657018;1,75566296847562
16224;20240922.41433.242;1965;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;8;99999998;99999998;Préserver notre nature;32; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;5;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Baisse du taux de conversion = baisse de rente;37;31; ; ; ; ; ;99; ; ; ;10;5;8;5;10;98;5;5;10;98;5;2;10;8;5;8;98;2;1;1;1;6;1;6;6;1;1;6;1;3;2;8;8;2;2;3;2;1;1;3;3;4;2;3;8;2;2;8;2;1;2;3;1;2;10;0;10;5;5;0;0;0;0;0;5;0;0;0;0;3;0;0;0;0;10;0;5;3;1;8;2;1;1;2;99999998;99999998;32;3;99999998;33;10;1;1;99999998;99999998;9;1;2;,547248397410532;,622149324199368
16225;20240922.32456.242;2005;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;4;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;8;6;6;5;0;5;5;5;5;5;2;5;7;3;4;2;5;7;4;3;2;3;2;4;2;3;3;3;1;2;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;98;98;98;8;2;3;5;5;5;8;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;7;3;1;9;3;1;1;2;99999998;99999998;31;3;99999998;32;23;2;2;32;3;5;3;2;,609321162451122;,600747068093695
16226;20240922.35264.242;1993;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;5;1;2;99999998;99999998;La sauvegarde de l'environnement;32; ; ; ; ; ; ;L'argumaire de l'opposition ne se basait que sur des 'risques' hypotétiques pour les agriculteurs, non sur une ratification.;16;15; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;5;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Art. 2 e al. 4t Art. 7 al. 1: L'abissement du salaire minimal avant cotisation représente le sens d'un risque accru de précorité (abus des employeurs, eritement des taxes);35;41; ; ; ; ; ;99; ; ; ;9;8;7;5;2;4;9;7;7;7;7;4;7;7;8;6;98;2;3;2;1;3;1;3;1;3;3;2;1;2;1;1;1;3;3;3;8;1;3;2;1;2;4;3;3;2;2;8;2;1;2;4;2;3;2;1;0;10;98;0;2;2;0;0;0;1;0;7;0;7;2;2;98;1;3;3;8;2;2;9;5;1;1;2;99999998;99999998;52;3;99999998;33;21;2;3;99999998;99999998;8;1;1;,921960380941293;1,04814747865021
16227;20240922.45471.242;1989;99999998;99999998; ;1;3;2;0;0;1;1;1;1;0;1;0;0;0;1;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;6;7;8;5;3;3;5;5;8;3;5;10;8;6;3;5;5;6;3;1;6;3;2;1;1;6;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;1;98;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;1;1;1;2;99999998;99999998;32;3;99999998;33;10;1;8;99999998;99999998;3;3;1;,930521452446318;,931400628890008
16228;20240922.44887.242;1966;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;5;1;4;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;7;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;8;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;98;2;9;9;9;9;9;3;9;9;9;1;1;2;2;2;2;2;2;2;1;1;8;8;8;3;8;8;1;2;8;1;98;98;8;2;3;7;0;10;9;0;0;0;0;0;0;0;0;0;5;0;98;0;98;0;98;5;98;5;8;1;10;5;2;2;1;2;1;22;98;99999998;99999998;10;99999998;8;99999998;99999998;98;8;2;,616539321651866;,700923975516539
16229;20240922.30172.242;1969;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Nous avons besoin de produire et surtout arrêtons de taper sur nos paysans;56; ; ; ; ;Marre des ecolos;31;13; ; ; ;8;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Toujours moins pour ceux qui paie;31; ; ; ; ; ;C'était du bricolage. Il faut une totale refonte du 2e pilier;30;35; ; ;10;5;5;6;3;5;4;6;2;5;3;4;8;3;5;3;5;6;2;3;2;3;2;3;1;2;3;4;1;1;3;2;3;3;2;3;4;1;1;2;3;3;1;2;4;1;1;3;2;1;2;4;1;3;8;3;6;6;4;4;0;7;4;3;5;3;2;2;7;3;4;4;3;5;5;2;5;3;1;10;3;1;1;1;2;2;22;3;99999998;31;10;1;1;99999998;99999998;15;1;2;,330329562714348;,325681313130554
16230;20240922.49473.242;1973;99999998;99999998; ;2;3;2;0;0;1;0;0;0;0;0;0;0;0;3;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;5;5;4;4;6;5;7;7;4;5;8;8;7;5;5;10;5;5;3;5;2;5;2;2;5;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;8;8;98;98;98;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;3;2;2;2;99999998;99999998;60;3;99999998;33;10;8;8;99999998;99999998;98;2;2;,726398864545862;,727085181630496
16233;20240922.47095.242;1949;99999998;99999998; ;1;2;2;0;1;0;0;0;0;0;0;0;0;0;1;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;8;98;5;2;98;98;8;0;5;0;8;2;0;5;3;0;7;3;4;2;5;3;2;1;1;9;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;1;98;1;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;10;1;1;1;1;1;1;32;7;3;33;10;2;1;99999998;99999998;98;1;2;1,55444012812503;1,555908796193
16240;20240922.38615.242;1983;99999998;99999998; ;2;4;2;0;0;0;0;0;0;0;1;0;0;0;16;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;8;98;98;5;5;8;8;8;8;8;8;5;10;10;98;98;98;1;3;1;6;3;3;3;3;3;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;2;2;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;18;2;2;1;1;4;21;8;3;33;23;8;2;51;3;5;3;2;1,04796726364287;1,04895740538493
16244;20240922.33939.242;1997;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;1;0;0;0;4;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;6;6;5;4;7;7;7;5;8;8;7;9;9;9;8;7;5;5;4;2;4;1;2;1;2;2;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;1;2;2;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;4;1;1;2;99999998;99999998;52;3;99999998;32;10;2;2;52;3;11;1;1;1,0854521147279;1,0864776729539
16246;20240922.42303.242;1970;99999998;99999998; ;2;2;2;0;0;1;0;0;0;0;0;0;0;0;17;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;5;5;5;4;7;5;8;8;6;4;8;5;8;8;5;4;3;2;1;2;1;2;2;2;5;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;1;1;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;8;1;1;1;2;4;32;3;99999998;33;23;1;2;51;1;7;1;2;,674339312529092;,674976442642612
16248;20240922.31179.242;2001;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;12;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;10;8;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;7;5;4;6;5;6;8;1;1;4;6;8;1;8;4;3;3;1;1;3;8;1;1;3;2;1;3;3;2;1;1;98;98;98;8;1;2;98;0;0;98;98;98;98;0;98;0;98;0;0;0;0;98;98;98;98;98;98;98;98;4;1;9;12;1;1;1;9;6;32;2;99999998;99999998;10;99999998;1;99999998;99999998;98;1;8;1,01559963285257;1,1401336955841
16249;20240922.47132.242;1991;99999998;99999998; ;1;3;2;0;0;1;0;1;1;0;0;0;0;0;17;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;10;9;5;2;8;10;10;8;8;8;5;9;8;2;8;98;6;6;3;9;3;4;3;2;1;3;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;1;1;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;16;1;1;8;99999998;99999998;51;3;99999998;33;10;1;1;99999998;99999998;10;2;1;1,45417455434272;1,45554848936574
16251;20240922.39269.242;1989;99999998;99999998; ;2;2;2;0;0;0;1;0;0;0;0;0;0;0;3;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;8;7;5;4;4;10;8;4;6;3;7;9;3;3;7;98;7;3;3;3;4;2;3;2;3;5;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;2;2;2;1;2;4;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;9;3;1;1;1;2;2;52;3;99999998;33;22;1;2;52;3;10;1;2;,995522594107865;,9964631850116
16253;20240922.45643.242;2001;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Soutien aux agriculteurs  Contre la limitation des zones à batir;56;54; ; ; ; ;99; ; ; ; ;6;2;99999998;8;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;7;8;98;0;2;7;10;8;8;6;5;7;7;7;6;7;98;7;5;4;8;2;1;4;4;9;1;5;1;2;3;3;1;1;3;2;2;2;1;2;8;4;3;8;8;2;3;8;2;2;2;8;1;1;0;0;0;7;0;0;0;0;0;0;6;0;7;0;0;0;7;0;0;0;5;0;8;3;2;7;16;1;1;2;99999998;99999998;52;3;99999998;33;10;1;3;99999998;99999998;11;1;1;,661484125560133;,652176017360383
16255;20240922.39413.242;1961;99999998;99999998; ;1;3;2;0;0;0;0;0;1;0;1;0;0;0;16;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;7;5;98;7;6;8;98;5;6;6;7;7;7;7;6;5;4;2;2;2;2;1;1;1;3;6;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;1;1;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;16;1;1;2;99999998;99999998;33;3;99999998;32;10;2;1;99999998;99999998;12;1;2;1,50673066942857;1,50815426058605
16256;20240922.40147.242;1969;99999998;99999998; ;2;4;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Débouchera sur des taxes, TVA etc...;44; ; ; ; ;Des partis se sente obligé d'inventer des lois pour exister;13;15; ; ; ;2;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Prendre le peut d'argent en notre possession pour les autres --> STOP // lois trop lacunaires;51;44; ; ; ; ; ;99; ; ; ;9;3;3;2;0;5;6;5;0;3;0;4;7;2;3;1;4;10;4;4;5;4;3;5;1;1;3;3;8;1;3;2;2;2;2;2;3;2;1;4;4;2;1;2;2;1;1;3;98;1;1;4;2;3;0;0;0;0;0;1;0;0;0;0;8;8;0;0;0;1;2;5;4;0;0;6;0;4;1;10;1;2;2;1;2;2;32;8;3;33;10;1;2;32;3;98;8;8;,320137336121129;,315632506982755
16258;20240922.49139.242;1971;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;de plus en plus pauvres;41;90; ; ; ; ;99; ; ; ; ;0;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;de plus en plus pauvres.;47;44; ; ; ; ; ;99; ; ; ;0;98;98;98;98;98;98;98;10;98;98;98;98;98;98;98;98;1;3;3;1;5;1;5;2;1;6;5;1;8;8;8;8;8;8;4;2;1;1;3;2;3;1;2;3;3;3;3;2;2;2;2;2;2;98;98;8;98;0;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;5;98;98;8;2;9;2;2;2;2;99999998;99999998;33;5;3;33;10;3;2;32;3;9;2;1;,411762864446034;,405968721931039
16260;20240922.30796.242;1960;99999998;99999998; ;2;3;8;8;8;8;8;8;8;8;8;8;8;8;16;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;0;98;98;5;98;98;98;98;98;5;5;5;5;98;98;98;1;9;3;6;1;3;4;9;9;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;18;1;1;2;99999998;99999998;21;7;3;33;10;1;2;21;7;5;2;2;,649386769186304;,649386769186304
16263;20240922.35001.242;1992;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;0;1;2;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;5;10;8;3;2;3;6;6;6;6;3;2;10;98;98;1;5;5;4;6;3;6;6;2;1;1;6;6;1;2;4;4;8;1;8;1;3;1;1;8;8;3;8;3;4;2;2;8;2;1;2;2;1;3;6;5;2;7;0;0;7;6;0;0;4;4;2;0;4;5;3;5;3;0;5;0;10;4;2;10;13;2;2;8;99999998;99999998;52;3;99999998;32;10;1;1;99999998;99999998;15;3;1;,712974048425101;,650570694157713
