CODERESP;SECURITYID;BIRTHYEARR;CONTROL1;CONTROL3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON2ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON1DEN3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON2DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3_04;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_30;TRUST_33;TRUST_34;TRUST_38;TRUST_39;TRUST_40;TRUST_41;TRUST_42;LRSP;VALUE4;VALUE7;VALUE8;VALUE10;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;COVID1A;COVID1B;COVID1C;VACC;PFLEGE1;PFLEGE2_1;PFLEGE2_2;JUSTI_1;JUSTI_2;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSR;CONFESSD;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3
15613;20211128.70321.212;1980;99999998;99999998; ;1;4;2;0;0;0;0;0;0;0;1;0;0;0;17;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;98;98;0;0;1;7;5;0;98;2;2;2;0;6;8;3;0;6;8;5;4;5;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;10;16;1;1; ;2;99999998;32;3;99999998;33;10;1;3;99999998;99999998;11;1;1;3.278272626;3.37643655;3.209559935
15616;20211128.70475.212;1987;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;8;99999998;99999998;99999998;98; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;8;99999998;99999998;99999998;10; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;7;6;6;2;98;10;7;7;98;7;5;7;98;7;8;9;0;9;5;4;4;2;6;8;2;1;1;1;2;1;3;8;8;2;2;1;3;1;2;1;2;3;4;3;1;2;1;2;1;3;1;2;2;2;3;4;3;10;0;0;6;0;0;0;3;0;5;5;2;0;10;0;5;5;1;0;9;7;0;8;4;8;10;16;1;1; ;2;99999998;51;3;99999998;32;10;1;1;99999998;99999998;10;1;1;1.619185424;1.715715827;1.754494494
15619;20211128.78079.212;1976;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;8;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;8;99999998;99999998;99999998;98; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;10; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;5;2;3;3;3;8;3;8;1;8;8;8;8;8;8;8;8;8;8;8;8;1;1;1;1;1;4;2;4;8;8;1;1;6;8;8;8;8;1;0;0;0;0;0;0;0;10;0;0;0;0;7;0;0;98;98;98;98;98;3;98;7;2;1;10;18;1;1; ;2;99999998;32;3;99999998;33;21;1;1;99999998;99999998;9;1;2;0.07884585;0.066485585;0.066395739
15620;20211128.85717.212;1951;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;10;Habe selbst im Beruf gearbeitet und schwere Situationen erlebt, auch Personalmangel;14;53; ; ;Die verschiedenen Lohnsituationen in den diversen Kantonen stört mich!;55; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;1;Parteienfilz!;31; ; ; ;Hoffe auf grösseren Frauenanteil;23; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;10;Eindämmung der Pandemie!;33; ; ;Schutz der Bevölkerung!;37; ; ; ;99999998; ; ; ;99999998; ; ; ;8;5;3;3;8;98;5;3;3;8;8;5;0;8;8;8;2;8;3;3;3;2;8;1;1;1;1;1;2;3;4;2;2;2;2;2;3;3;3;2;2;3;2;2;4;4;4;2;2;3;1;1;2;3;4;4;2;7;3;7;8;4;4;4;2;2;3;0;0;0;0;0;2;1;0;0;0;7;0;8;4;1;9;16;1;2;1;1;2;51;7;3;32;21;2;2;52;7;7;1;2;1.20010142;0.952322816;1.440528408
15626;20211128.79423.212;1959;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;5;Gut ausgebildetes Pflegepersonal, das für unsere Gesellschaft sehr wichtig ist, findet sich nur, wenn sowohl die Entlöhnung als auch die Arbeitsbedingungen stimmen. Beides entspricht bisher nicht den Anforderungen.;26;52;55; ; ;98; ; ; ;99999998; ; ; ;99999998; ; ;1;2;99999998;99999998;5;Richterinnen und Richter müssten Partei unabhängig sein. Eine Partei bzw. deren politische Ausrichtung darf sich nicht auf das Urteil einer Richterin bzw. eines Richters auswirken.;30;31; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;10;Das Gesetz bildet die rechtliche Grundlage für zahlreiche Massnahmen, insbesondere für das Covid-Zertifikat, das ich befürworte.;23;26; ; ;98; ; ; ;99999998; ; ; ;99999998; ; ; ;8;5;4;8;4;8;8;5;4;8;4;8;0;8;9;8;0;9;4;3;2;3;3;1;2;1;1;1;2;2;4;1;2;2;1;2;2;4;4;1;1;1;1;1;4;4;4;3;1;3;1;4;1;4;2;4;3;10;0;2;8;0;10;0;10;1;4;0;0;0;2;0;2;0;0;0;0;8;0;10;3;1;8;2;1;2;1;1;2;52;3;99999998;31;10;1;1;99999998;99999998;15;1;2;0.785535513;0.693402752;0.879226472
15629;20211128.79604.212;1981;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998;3; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;7; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ; ;0;0;6;0;5;5;3;0;2;1;0;0;2;4;1;3;0;3;10;2;8;6;6;2;3;1;1;3;1;1;4;2;2;2;1;1;1;2;2;1;1;3;4;3;1;3;1;8;1;3;1;6;4;1;2;4;1;1;0;2;0;0;0;0;4;0;0;10;8;0;0;6;5;5;5;0;5;0;5;0;4;1;10;1;1;1;1;1;1;32;3;99999998;32;10;2;1;99999998;99999998;8;2;1;1.049049995;0.893259624;0.889173606
15630;20211128.88733.212;1964;99999998;99999998; ;2;4;2;0;1;0;0;0;0;0;0;0;0;0;16;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;1;3;3;3;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;16;2;2; ;2;99999998;32;5;8;99999998;98;99999998;1;99999998;99999998;2;3;1;0.668785335;0.671214975;0.667482219
15632;20211128.83237.212;1975;99999998;99999998; ;2;8;1;8;8;8;8;8;8;8;8;8;8;8;99;1;4;99999998;99999998;10;l'importance des soins est primordiale;24; ; ; ;valoriser cette profession, la rendre attractive egalent sur le long-terme pour garder le savoir faire;27; ; ; ;99999998; ; ; ;99999998; ; ;8;99999998;99999998;99999998;7; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ;99999998; ; ;le passe-covid est inutile/inefficace dans sa forme actuelle - n'empêche pas la propagation du virus les personnes vaccinées n'ont pas besoin de se faire tester, ont accés aux restaurants ou personne ne porte le masque et peuvent comme tout un chacun transmettre le virus;56; ; ;sème des tensions inutiles entre les gens / mauvais message les gens ont très souvent l'impression que le pass covid les protèje ce qui est faux. tout le monde est susceptible d'être porteur du virus et seule une partie de la population doit se faire tester.;56; ; ; ;7;7;98;5;98;8;98;98;98;98;7;7;8;7;7;9;98;98;98;2;9;5;4;1;1;1;1;1;4;4;4;8;2;2;1;2;8;3;8;1;1;4;4;4;8;1;1;3;1;3;8;8;2;4;3;8;3;5;0;5;8;0;0;0;5;0;0;0;0;0;0;0;98;98;98;98;98;6;98;7;2;2;5;18;1;1;2;1;4;98;3;99999998;33;98;3;2;98;3;98;8;8;0.243483504;0.211876398;0.246902127
15635;20211128.74952.212;1947;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998;10;Besserstellung des Personals;21; ; ; ;Aus Vorsorge-Gedanken;26; ; ; ;99999998; ; ; ;99999998; ; ;1;8;99999998;99999998;3; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;5; ;99999998; ; ; ;99999998; ; ;Einfluss auf persönliche Freiheit nicht akzeptabel;53; ; ; ;99; ; ; ;5;3;0;3;0;0;3;6;5;2;2;0;0;9;9;2;0;3;7;4;8;4;8;1;1;1;1;1;1;4;4;1;1;8;1;1;3;8;4;1;1;2;1;2;1;1;1;1;1;3;1;4;2;4;3;1;2;6;6;2;6;2;2;1;1;6;2;98;98;98;98;98;98;98;98;98;98;6;2;5;3;1;10;16;1;1;2;1;5;32;7;3;32;10;1;2;52;7;5;2;1;1.436412708;1.124906727;1.161539002
15638;20211128.75025.212;1946;99999998;99999998; ;1;3;2;0;0;1;0;0;0;0;0;0;0;0;3;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;10;9;6;8;7;8;8;6;7;6;10;10;8;9;10;9;8;9;6;3;6;6;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;3;2;2;2;1;4;32;7;3;32;10;1;1;99999998;99999998;4;2;2;0.51105345;0.512910063;0.510057672
15641;20211128.70682.212;1997;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;4;1;4;99999998;99999998;8;Was diese Leute vorallem in den Altersheimen und Psychiatrien leisten soll auch dementsprechend entlont werden;55; ; ; ;Ich denke es macht den Beruf atraktiver für junge Leute;27; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;8;99999998;0; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;2;99999998;2;99999998;6; ;99999998; ; ; ;99999998; ; ;Es gehen viele Freundschaften und Familien kapput in dieser Zeit. Ich wollte das es endet;56; ; ; ;99; ; ; ;9;8;7;0;2;8;10;8;9;6;6;5;8;4;8;10;6;10;8;4;6;4;4;1;1;2;1;2;3;3;3;2;8;8;8;8;8;8;8;1;1;4;2;3;2;2;2;3;8;3;8;2;1;3;8;8;3;0;1;5;0;3;0;3;6;2;0;3;4;8;0;3;5;4;4;6;7;2;2;5;2;1;8;4;1;1;1;1;5;52;6;3;33;10;1;4;52;1;10;2;7;1.446995198;0.9301556;1.510199246
15642;20211128.78528.212;1952;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;10;c'est une necessité et c'est urgent;57; ; ; ;Il 'y a pas assez de Suisses formés pour ête soignants et il y en a trop qui quittent les soins après formation;58; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;2;99999998;5; ;99999998; ; ; ; ;99999998; ; ;Le projet n'était pas mieux que le status quo;21; ; ; ;99; ; ;1;4;99999998;99999998;10;L'importance de la pandemie;33; ; ;La situation évolue continuellement le gouvernement doit pouvoir agir pour le bien du plus grand numbre;21; ; ; ;99999998; ; ; ;99999998; ; ; ;8;5;5;5;98;8;5;5;98;98;9;10;0;9;9;7;98;7;4;2;3;4;2;1;1;1;1;1;8;8;4;2;2;8;8;8;8;2;2;1;1;1;3;1;3;8;4;1;1;3;1;2;8;4;3;8;2;8;7;8;2;0;0;0;0;7;0;0;0;0;0;0;98;0;0;0;0;8;0;8;4;1;10;2;2;2;1;1;2;97;7;3;32;10;2;1;99999998;99999998;7;2;2;0.633371275;0.597664144;0.58789411
15643;20211128.71094.212;1958;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;5;Solidaritä mit Pflegepersonal;33; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;0;Parteiunabhängige Wahlen;30; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;10;Erust der Lage;31; ; ;Gegner/Skeptiker überstimmen;51; ; ; ;99999998; ; ; ;99999998; ; ; ;10;5;4;6;2;9;6;9;5;7;10;98;0;9;9;7;0;9;4;1;2;3;2;1;2;1;1;1;8;3;4;2;2;1;2;1;8;1;1;1;1;2;3;1;4;4;4;3;1;3;1;4;1;4;2;1;2;10;10;10;9;0;3;1;0;5;5;2;0;0;0;0;98;98;98;98;98;8;98;9;2;1;8;5;1;1;1;1;2;33;3;99999998;32;23;2;2;32;7;7;1;1;1.44540895;1.46393873;1.353457502
15644;20211128.82945.212;1991;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;0;1;0;0;11;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;5;5;6;3;5;4;5;5;5;8;5;6;5;5;5;6;5;6;7;1;9;1;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;16;1;1; ;2;99999998;33;3;99999998;33;10;2;3;99999998;99999998;4;2;1;0.25269463;0.253612648;0.252202259
15645;20211128.85545.212;1958;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;3;1;4;99999998;99999998;10;bin selbst betroffen mit meinem job;14; ; ; ;schlechte löhne;55; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;2;99999998;4; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;10;pandemie enden hoffentlich;32; ; ;wir zahlen für nichtgeimpfte;502; ; ; ;99999998; ; ; ;99999998; ; ; ;5;5;0;0;0;8;5;0;5;7;6;7;0;10;10;8;0;6;3;3;2;2;1;1;1;1;1;1;4;2;4;2;3;2;2;2;1;1;1;1;1;4;2;1;4;3;4;3;1;3;1;1;2;4;2;4;3;7;0;9;0;0;0;0;9;0;0;9;0;0;0;0;0;0;0;0;0;5;0;0;3;1;10;2;1;1;1;1;1;32;2;99999998;99999998;22;99999998;1;99999998;99999998;3;2;2;0.371182176;0.395811602;0.415453139
15649;20211128.71599.212;1977;99999998;99999998; ;1;8;2;0;0;0;0;0;0;0;0;0;0;1;16;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;0;0;98;98;98;10;98;98;98;98;98;0;98;10;98;98;98;98;98;9;9;9;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;18;1;1; ;2;99999998;98;1;99999998;12;10;1;1;99999998;99999998;98;3;2;2.505379256;2.5683057;2.455957937
15651;20211128.86732.212;1964;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;2;2;99999998;8;99999998;5; ;99999998; ; ; ; ;99999998; ; ;Was geplant war vom Bundesrat genügte mir;95; ; ; ;99; ; ;1;3;99999998;99999998;3;Mit Loswahl haben auch Personen ohne Partei die Möglichkeit;25; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;7;Finde es wichtig dass Kultur unterstützt wird;42; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;9;9;6;5;4;6;6;98;7;7;8;7;98;98;98;98;0;7;3;2;2;3;3;1;2;1;2;2;1;4;3;1;2;1;2;1;4;4;3;2;2;2;2;2;4;2;3;2;1;3;1;4;2;3;1;3;2;8;1;1;8;1;4;3;1;5;4;8;1;0;0;0;1;0;1;0;2;8;4;8;1;1;10;2;1;1; ;2;99999998;40;3;99999998;33;10;2;3;99999998;99999998;8;1;1;0.066358327;0.071597621;0.06596725
15653;20211128.80701.212;1961;99999998;99999998; ;2;4;1;8;8;8;8;8;8;8;8;8;8;8;16;1;2;99999998;99999998;98; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;8;99999998;98; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;2;99999998;99999998;5; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;7;7;98;5;98;8;7;98;5;5;7;5;98;7;7;98;3;7;98;1;5;4;1;2;3;1;1;1;8;2;3;8;8;2;8;2;8;8;8;2;2;2;4;2;3;3;4;8;8;8;1;4;3;3;8;8;1;0;0;1;3;0;0;0;1;1;2;2;0;1;1;1;98;98;98;98;98;98;98;98;3;1;9;16;1;1;1;1;2;33;3;99999998;33;10;2;1;99999998;99999998;8;1;2;0.119935256;0.120063644;0.12433055
15654;20211128.81563.212;1961;99999998;99999998; ;1;3;2;0;0;0;0;0;1;0;0;0;0;0;17;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;5;5;4;1;5;5;5;5;5;0;5;5;0;5;7;5;0;5;5;5;5;3;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;16;1;1;2;1;4;22;5;3;98;98;8;1;99999998;99999998;5;3;1;3.801396348;3.827397679;3.784968645
15655;20211128.78068.212;1939;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;10; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;8;99999998;99999998;99999998;98; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;10; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;8;8;6;98;5;6;98;7;9;9;8;8;6;6;9;6;5;6;5;9;9;9;9;2;1;1;1;1;8;2;3;2;8;8;2;8;8;1;2;2;1;2;8;1;8;8;2;2;8;2;1;1;1;8;8;8;2;10;98;5;98;98;98;0;98;5;98;0;98;0;0;0;98;98;98;98;0;98;0;8;3;1;98;2;1;1;1;1;6;51;98;99999998;99999998;21;99999998;1;99999998;99999998;3;1;1;0.310656318;0.376169333;0.339969718
15656;20211128.72775.212;1963;99999998;99999998; ;2;3;2;0;0;0;1;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;10;5;5;5;10;10;10;3;3;3;5;0;3;10;10;8;0;10;98;1;8;1;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;6;18;2;2; ;2;99999998;52;8;3;33;23;2;2;60;7;4;2;1;3.719003674;3.812412158;3.645642299
15658;20211128.87699.212;1947;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;1;1;2;99999998;99999998;5; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;8; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;8;8;5;5;98;8;5;98;98;0;5;5;0;8;8;5;0;5;5;9;8;3;4;2;1;1;1;1;3;1;3;2;2;2;3;3;2;1;1;1;1;1;1;1;4;4;4;1;1;1;1;4;2;3;3;8;2;6;5;6;10;10;5;0;0;8;0;0;0;0;0;0;98;98;98;98;98;8;0;10;2;2;10;1;1;1;1;1;2;32;8;8;99999998;10;99999998;8;99999998;99999998;98;8;1;1.031606613;0.878875941;0.89197149
15660;20211128.86437.212;1992;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;99;1;4;99999998;99999998;10; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;1;2;99999998;99999998;7; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;2;99999998;8; ;99999998; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ; ;6;6;6;7;98;8;6;7;7;7;8;5;6;7;8;7;5;7;98;1;2;1;1;1;3;2;1;1;2;3;3;2;3;2;2;2;2;2;2;2;3;2;3;3;2;8;1;3;1;3;1;4;2;3;8;8;4;0;0;0;7;6;0;7;0;0;0;0;0;0;0;0;5;3;6;2;3;7;5;8;2;1;6;16;2;2; ;2;99999998;52;3;99999998;33;22;1;4;32;3;14;2;1;0.84291296;0.792117975;1.246452727
