CODERESP,SECURITYID,BIRTHYEARR,CONTROL1,CONTROL3,CONTROL3@,S11,POLINT,PART,NONVOTE_01,NONVOTE_02,NONVOTE_03,NONVOTE_04,NONVOTE_05,NONVOTE_06,NONVOTE_07,NONVOTE_08,NONVOTE_09,NONVOTE_10,NONVOTE_98,PARTY15,VOTE1,VOTE1A,VOTE1B,VOTE1C,IMPORTANCE1,REASON1ACC1_01,REASON1ACC1_02,REASON1ACC1,REASON2ACC1_01,REASON2ACC1,REASON1DEN1_01,REASON1DEN1_02,REASON1DEN1_03,REASON1DEN1,REASON2DEN1_01,REASON2DEN1_02,REASON2DEN1_03,REASON2DEN1,VOTE2,VOTE2A,VOTE2B,VOTE2C,IMPORTANCE2,REASON1ACC2_01,REASON1ACC2_02,REASON1ACC2_03,REASON1ACC2,REASON2ACC2_01,REASON2ACC2_02,REASON2ACC2_03,REASON2ACC2,REASON1DEN2_01,REASON1DEN2_02,REASON1DEN2_03,REASON1DEN2,REASON2DEN2_01,REASON2DEN2_02,REASON2DEN2_03,REASON2DEN2,VOTE3,VOTE3A,VOTE3B,VOTE3C,IMPORTANCE3,REASON1ACC3_01,REASON1ACC3_02,REASON1ACC3_03,REASON1ACC3,REASON2ACC3_01,REASON2ACC3_02,REASON2ACC3_03,REASON2ACC3,REASON1DEN3_01,REASON1DEN3_02,REASON1DEN3_03,REASON1DEN3_04,REASON1DEN3_05,REASON1DEN3,REASON2DEN3_01,REASON2DEN3_02,REASON2DEN3_03,REASON2DEN3,VOTE4,VOTE4A,VOTE4B,VOTE4C,IMPORTANCE4,REASON1ACC4_01,REASON1ACC4_02,REASON1ACC4_03,REASON1ACC4_04,REASON1ACC4,REASON2ACC4_01,REASON2ACC4_02,REASON2ACC4_03,REASON2ACC4,REASON1DEN4_01,REASON1DEN4_02,REASON1DEN4_03,REASON1DEN4_04,REASON1DEN4,REASON2DEN4_01,REASON2DEN4_02,REASON2DEN4_03,REASON2DEN4_04,REASON2DEN4,TRUST_1,TRUST_2,TRUST_3,TRUST_5,TRUST_6,TRUST_8,TRUST_9,TRUST_12,TRUST_15,TRUST_23,TRUST_24,TRUST_33,TRUST_41,TRUST_43,TRUST_44,TRUST_45,TRUST_46,TRUST_47,TRUST_48,TRUST_49,TRUST_50,LRSP,VALUE3,VALUE5,VALUE8,VALUE10,VALUE11,VALUE15,DIFFICUL1,DECTIME1,ARGU1_1,ARGU1_2,ARGU1_3,ARGU1_4,ARGU1_5,ARGU1_6,DIFFICUL2,DECTIME2,ARGU2_1,ARGU2_2,ARGU2_3,ARGU2_4,ARGU2_5,ARGU2_6,DIFFICUL3,DECTIME3,ARGU3_1,ARGU3_2,ARGU3_3,ARGU3_4,ARGU3_5,ARGU3_6,DIFFICUL4,DECTIME4,ARGU4_1,ARGU4_2,ARGU4_3,ARGU4_4,ARGU4_5,ARGU4_6,COVID1A,COVID1B,COVID1C,COVID1D,ONLINE,MEDIAUSE_1,MEDIAUSE_2,MEDIAUSE_3,MEDIAUSE_4,MEDIAUSE_5,MEDIAUSE_6,MEDIAUSE_7,MEDIAUSE_8,MEDIAUSE_9,MEDIAUSE_10,MEDIAUSE_11,MEDIAUSE_12,MEDIAUSE_13,MEDIAUSE_14,MEDIAUSE_15,MEDIAUSE2_1,MEDIAUSE2_2,MEDIAUSE2_3,MEDIAUSE2_4,MEDIAUSE2_5,MEDIAUSE2_6,MEDIAUSE2_7,MEDIAUSE2_8,DISCUS,VOTEWIE,PART2,MEDKONS_1,MEDKONS_2,MEDKONS_3,MEDKONS_4,MEDKONS_5,MEDKONS_6,MEDKONS_7,MEDKONS_8,MEDKONS_9,MEDKONS_10,MEDKONS_11,MEDKONS_12,MEDNR_1,MEDNR_2,MEDNR_3,MEDNR_4,MEDNR_5,MEDNR_6,MEDNR_7,MEDNR_8,MEDNR_9,MEDNR_10,MEDNR_11,MEDNR_12,MEDNR_13,MEDNR_14,MEDNR_15,MEDNR_16,MEDNR_17,MEDNR_18,MEDNR_19,MEDNR_20,MEDNR_21,MEDNR_22,MEDNR_23,MEDNR_24,MEDNR_25,MEDNR_26,MEDNR_27,MEDNR_28,MEDNR_29,MEDNR_30,MEDNR_31,MEDNR_32,MEDNR_33,MEDNR_34,MEDHAUPT,PARTYA,CITIZENREPA,ORIGINPARENTS,CONFESSD,CONFESSR,CULT,EDUC,ACTI,ACTIPREV,S17JOBPOSITION,WORKLOAD,S17SECTOR,MAINEARNER,EDUCMAIN,ACTIMAIN,INCOME,INCOMEPRECARIAT,HABITAT,GEWVORL1,GEWVORL2,GEWVORL3,GEWVORL4
10033,20220213.20324.213,1974,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,3,2,99999998,4,99999998,2,99999998, , ,99999998, ,24, , ,Unsere Gesetzte ensprechen schon einem hohen Niveau.,99, , , ,2,99999998,4,99999998,10,99999998, , , ,99999998, , , ,54, , ,"Es gibt wichtigere Themen, bei denen die Jungedlichen geschützt werden sollten. - Konsum von Gewalt-/Sexualinhalten auf dem Smartphone   dies sollte dringender angegangen werden. Davor sollten die Jugendlichen",99, , , ,2,99999998,4,99999998,7,99999998, , , ,99999998, , , ,33, , , , ,"Schon wieder eine Abstimmung, bei der die Unternehmungen begünstig werden. Das Defizit wird längerfristig von den Arbeiterschaft getragen.",99, , , ,2,99999998,4,99999998,7,99999998, , , , ,99999998, , , ,31, , , ,"Unabhängige Medien vom Staat sind zwingend. Auch, wenn einige Zeitungen / Onlineplattformen eingehen, ist dies zu verkraften.",99, , , , ,7,7,7,8,8,3,8,6,8,6,6,6,4,8,6,8,4,0,6,8,7,4,4,3,2,2,2,1,1,1,3,2,3,1,2,3,1,1,2,4,1,1,4,1,1,1,3,4,4,1,4,1,1,1,3,2,3,1,2,3,1,1,1,1,3,0,7,0,7,0,0,0,5,0,0,5,0,0,0,3,3,0,0,0,3,3,0,7,2,1,8,1,1,1,1,1,4,1,5,1,1,1,1,0,0,0,99999998,99999998,99999998,99999998,4,0,0,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,0,0,0,0,5,5,8,3,1,1,1,2,2,51,3,99999998,32,10,2,1,99999998,99999998,9,1,2,.32412622153609,.264324448618345,.542672191430677,.417668844635565
10036,20220213.18979.213,1970,99999998,99999998, ,1,4,2,0,1,0,0,0,0,0,0,0,0,0,16,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,7,6,4,6,8,8,9,8,8,8,7,4,1,8,7,9,6,4,5,8,7,98,3,3,6,6,5,5,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,5,1,1,1,1,1,5,1,4,4,4,4,1,0,0,0,99999998,99999998,99999998,99999998,0,0,0,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,0,3,0,2,0,0,9,18,1,1,1,2,1,32,3,99999998,32,10,2,1,99999998,99999998,6,2,2,2.61122828835155,2.62381956557562,2.64188764528551,2.63109592342703
10038,20220213.22092.213,1983,99999998,99999998, ,1,2,2,1,0,0,0,0,0,0,0,0,0,0,17,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,7,7,6,98,98,5,98,7,7,7,98,6,98,7,98,6,5,4,4,7,5,98,9,9,4,2,6,2,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,8,4,4,2,3,2,5,3,5,5,5,5,3,98,98,98,99999998,99999998,99999998,99999998,98,98,98,98,98,98,98,99999998,99999998,99999998,99999998,98,98,99999998,99999998,99999998,99999998,99999998,98,98,98,98,5,4,98,3,3,9,16,2,2,1,2,2,51,3,99999998,33,10,2,8,99999998,99999998,98,1,2,1.45016299467355,1.45715564421227,1.46718987243237,1.46119661793302
10039,20220213.25104.213,1954,99999998,99999998, ,1,3,1,8,8,8,8,8,8,8,8,8,8,8,16,2,99999998,4,99999998,3,99999998, , ,99999998, ,25, , ,"m.E. braucht es diese Versuche, um Medikamente zu testen",44, , ,"falls es in der Schweiz verboten wird, kommt das Ausland zum Tragen",2,99999998,4,99999998,5,99999998, , , ,99999998, , , ,99, , , , , , , ,2,99999998,4,99999998,4,99999998, , , ,99999998, , , ,22, , , , ,Ausfall Einnahmen,99, , , ,2,99999998,2,99999998,6,99999998, , , , ,99999998, , , ,92, , , ,Argumente der Gegner,99, , , , ,6,7,5,5,5,5,5,5,7,6,7,4,98,7,98,7,5,2,5,7,6,5,4,4,3,4,3,2,1,1,3,3,4,1,8,1,1,1,2,3,2,2,2,2,1,1,3,3,3,2,2,3,2,2,3,3,3,2,3,8,1,1,1,1,2,5,5,6,8,0,0,0,0,4,0,0,0,0,0,0,2,2,3,2,2,4,4,4,3,1,8,5,3,1,1,2,1,2,5,5,1,1,1,0,0,0,99999998,99999998,99999998,99999998,5,0,1,2,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,0,5,3,1,4,2,98,16,1,1,8, ,99999998,51,98,99999998,99999998,98,99999998,8,99999998,99999998,98,8,8,.387402409889651,.315926085529919,.648613104314776,.49920650103783
10042,20220213.29039.213,1963,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,17,2,99999998,4,99999998,8,99999998, , ,99999998, ,16, , ,Zu stark regulierend.,99, , , ,2,99999998,4,99999998,2,99999998, , , ,99999998, , , ,54, , ,"Jugendliche werden von Kollegen/innen stark beeinflusst. Es ist eigentlich eine sinnvolle Initiative, da man die Jugend schützen will. Leider ist das Umfeld der Jugendlichen bestimmend und nicht die Werbung als solches.",21, , ,Die Veranstaltungen werden die Gelder vermissen und die Jugendlichen werden trotzdem rauchen.,2,99999998,4,99999998,8,99999998, , , ,99999998, , , ,26,33, , , ,"Der einfache Bürger (unter 10 Millionen Vermögen und 300'000.- Fr. Jahreseinkommen) muss nur mehr Steuern bezahlen. Die Grosskonzerne können die Mehrbelastung gut verkraften. Die Wirtschaft bzw. Banken sollten die Jungunternehmer besser unterstützen. Die wollen dies aber nicht, aber der Bürger soll es tun. Ist doch sehr merkwürdig!",99, , , ,1,4,99999998,99999998,10,26, , , ,"Die Medienvielfalt und somit die diversen Meinungen müssen gefördert werden. Sonst haben wir Zustände wie in Russland oder China. Es ist extrem wichtig, dass auch kleinere Medien Gelder erhalten. Es darf nicht sein, dass nur noch eine Meinung gilt, selbst wenn man anderer Meinung ist!",99, , , ,99999998, , , , ,99999998, , , , ,7,1,5,4,8,5,0,8,5,7,7,8,0,5,5,6,5,0,5,3,7,5,4,3,3,2,4,1,1,2,3,2,4,1,1,1,1,2,1,1,1,3,2,4,1,2,4,4,4,2,1,1,1,2,1,1,1,2,3,4,2,2,2,2,3,10,9,9,10,6,3,2,3,10,8,5,1,1,9,8,2,1,7,2,1,8,9,9,2,1,10,5,2,2,2,5,5,2,4,5,5,1,3,0,2,2,99999998,99999998,99999998,99999998,1,1,0,0,0,0,0,99999998,99999998,99999998,99999998,1,1,99999998,99999998,99999998,99999998,99999998,1,1,2,0,5,5,1,5,5,9,8,1,2,1,1,4,51,3,99999998,33,98,8,1,99999998,99999998,98,8,2,2.10569555013983,1.71719157003421,3.52548588406313,2.08199740628624
10043,20220213.28844.213,1986,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,3,2,99999998,4,99999998,7,99999998, , ,99999998, ,43, , ,Die wirtschaftlichen Nachteile für die Schweiz,99, , , ,1,2,99999998,99999998,8,14, , ,Ein Zeichen setzen für nachfolgenden Generationen respektive ihrer Gesundheit,13, , ,Ich bin selbst Raucher und finde es nicht gut,99999998, , , ,99999998, , , ,2,99999998,2,99999998,5,99999998, , , ,99999998, , , ,99, , , , , , , , , ,1,4,99999998,99999998,7,33, , , ,Ich wollte vor allem durch ein Ja die kleinen unabhängigen Medien stärken,99, , , ,99999998, , , , ,99999998, , , , ,9,7,5,6,8,3,5,7,7,5,7,10,0,7,0,8,7,2,4,8,7,5,4,4,1,3,4,3,1,1,3,3,4,1,1,8,1,1,8,1,1,4,3,3,2,2,3,3,2,2,2,2,1,1,2,2,1,3,3,3,2,1,1,2,3,7,0,2,0,0,0,0,9,6,4,0,0,0,8,5,6,6,2,2,3,6,5,10,3,1,10,5,5,2,3,4,5,5,5,3,5,5,4,0,1,0,99999998,99999998,99999998,99999998,5,5,0,0,0,0,0,99999998,99999998,99999998,99999998,3,1,99999998,99999998,99999998,99999998,99999998,5,0,0,0,1,1,0,5,1,6,3,1,1,2, ,99999998,52,3,99999998,32,10,1,1,99999998,99999998,10,2,1,.53926112311006,.302928405382478,.902864365754253,.533192112958397
10044,20220213.29493.213,1997,99999998,99999998, ,1,2,2,0,0,0,0,0,0,0,1,0,0,0,99,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,8,7,5,6,9,7,6,8,5,7,8,6,3,9,2,7,8,2,4,9,7,3,4,4,3,3,3,2,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,4,1,3,1,2,1,2,2,4,3,2,4,3,0,0,0,99999998,99999998,99999998,99999998,2,2,0,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,1,0,0,0,2,3,1,4,3,8,9,1,1,1,2,2,22,4,99999998,99999998,10,99999998,1,99999998,99999998,4,1,1,1.88011629709589,1.88918217066039,1.90219140898372,1.89442123728699
10045,20220213.29094.213,1941,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,4,2,99999998,2,99999998,9,99999998, , ,99999998, ,21, , ,Medizin,99, , , ,2,99999998,4,99999998,7,99999998, , , ,99999998, , , ,42, , ,es wird genug getan,99, , , ,1,4,99999998,99999998,8,40, , ,Steuern,99, , , ,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,10,47, , , ,Kleine Zeitungen,99, , , ,99999998, , , , ,99999998, , , , ,98,98,10,98,98,98,98,98,98,98,98,98,98,98,98,10,98,98,98,98,98,6,4,5,5,5,6,1,1,1,2,2,3,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,2,2,2,1,2,1,2,8,8,9,98,98,98,98,98,98,98,98,98,98,98,98,0,5,5,0,0,1,7,5,3,1,10,5,2,1,1,1,2,1,3,4,1,1,1,0,0,0,99999998,99999998,99999998,99999998,98,0,0,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,0,5,98,0,5,0,98,4,1,1,1,2,4,32,7,3,32,98,1,1,99999998,99999998,6,8,8,1.37226871237496,1.11908308138633,1.03269721755528,1.35682477920547
10046,20220213.25858.213,1990,99999998,99999998, ,1,2,2,0,0,0,0,0,0,0,0,0,0,1,16,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,98,8,5,5,10,8,8,6,5,7,7,8,5,8,5,5,5,3,3,5,5,5,9,9,9,9,3,3,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,10,1,1,1,1,1,3,1,5,3,1,3,1,0,0,0,99999998,99999998,99999998,99999998,0,0,0,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,0,2,2,0,5,4,8,18,1,1,1,2,2,32,1,99999998,12,10,1,3,99999998,99999998,9,1,1,1.64292733104926,1.6508494853766,1.66221752321051,1.65542760948697
10048,20220213.28051.213,1968,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,3,2,99999998,4,99999998,6,99999998, , ,99999998, ,16, , ,extremistisch,33, , ,wissenschaftsfeindlich,2,99999998,4,99999998,4,99999998, , , ,99999998, , , ,36, , ,antiliberal,34, , ,Bevormundung durch den Staat,1,4,99999998,99999998,4,43, , ,"reine Geldbeschaffungsaktion durch den Staat, inhaltlich nicht zu rechtfertigen",25, , ,Stützung des Wirtschaftsstandorts Schweiz,99999998, , , , , ,99999998, , , ,2,99999998,4,99999998,9,99999998, , , , ,99999998, , , ,31, , , ,Unabhängigkeit der Medien wird massiv geschwächt,12, , , ,Staat würde einmal mehr als Selbstbedienungsladen der linken Lobbisten missbraucht. Massgeschneidert linke Vorlage.,4,5,5,3,7,0,2,0,5,0,0,0,2,6,0,5,3,0,3,2,2,8,4,5,5,6,1,4,1,1,4,3,4,1,1,2,1,1,1,4,2,1,2,2,1,1,1,1,1,3,4,4,1,1,4,4,4,1,1,1,1,1,1,1,2,8,0,0,8,3,1,1,3,2,2,0,0,0,0,1,0,0,0,0,3,7,2,7,2,1,10,5,1,4,1,1,3,2,2,1,2,1,3,0,2,3,99999998,99999998,99999998,99999998,3,0,5,2,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,2,0,0,0,0,0,0,0,98,3,2,2,1,2,4,52,3,99999998,32,10,1,1,99999998,99999998,14,1,2,2.03689434078443,1.66108428676365,1.53285948969987,2.62474076280628
10049,20220213.22714.213,1958,99999998,99999998, ,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,7,3,2,2,8,0,0,2,0,5,0,1,0,5,0,5,0,0,0,1,2,7,4,3,6,4,1,5,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,9,3,1,2,2,1,2,1,4,5,3,1,1,0,0,0,99999998,99999998,99999998,99999998,1,0,0,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,0,5,1,0,5,2,8,1,2,2,2, ,99999998,52,1,99999998,12,10,1,3,99999998,99999998,7,1,2,1.97700440283428,1.98653746841125,2.00021711231544,1.99204652006062
10051,20220213.19839.213,1948,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,2,2,99999998,8,99999998,6,99999998, , ,99999998, ,36, , ,"Medizin, Forschung",99, , , ,2,99999998,8,99999998,5,99999998, , , ,99999998, , , ,35, , ,"Es ist gar nicht möglich, ein totales Werbeverbot durchzusetzen. Zudem geht die Vorlagen einmal mehr gegen das Rauchen",99, , , ,2,99999998,4,99999998,2,99999998, , , ,99999998, , , ,31, , , , ,"Bei einer Abschaffung profitieren vorwiegend Grosskonzerne, Banken + Versicherungen",26, , ,Der Kleinverdiener (Steuerzahler) müsste das Loch wieder stopfen!,2,99999998,4,99999998,9,99999998, , , , ,99999998, , , ,47, , , ,Die grossen Medienhäuser sind finanziell gut aufgestellt und benötigen keine Gelder vom Staat,31, , , ,Es könnten Abhängigkeiten entstehen zwischen Bund und Unternehmen,7,4,2,4,5,9,2,3,4,9,9,5,2,9,8,10,1,0,0,5,3,1,2,5,4,2,6,1,1,1,2,2,2,1,2,2,1,1,3,4,2,1,2,1,1,1,4,4,4,4,4,4,1,1,4,4,4,1,1,1,3,1,1,1,2,10,7,4,9,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,3,1,3,1,2,1,1,1,98,5,5,1,1,0,0,0,99999998,99999998,99999998,99999998,1,1,0,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,0,2,3,0,3,0,9,2,1,1,1,1,5,52,7,3,32,10,2,3,99999998,99999998,8,2,1,.261828171778472,.213520482268011,.438368938754591,.337391617011092
10054,20220213.24475.213,1975,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,3,2,99999998,4,99999998,4,99999998, , ,99999998, ,30, , ,Gut für Schweiz als Forschungsstandort.,24, , ,Es gibt schon Schritte um Tierversuche zu verringern.,2,99999998,4,99999998,6,99999998, , , ,99999998, , , ,35, , ,"Freier Markt.. wenn ein Produkt erlaubt ist zu verkaufen, sollte man dafür auch werben dürfen.",52, , ,Die Teenies beginnen auch so zu rauchen.,2,99999998,4,99999998,8,99999998, , , ,99999998, , , ,26,33, , , ,Nur Grossfirmen würden entlastet und der einfache Steuerzahler zahlt weiter seine Steuern.  Zudem gab es einen Kompromiss mit der Einführung der Mehrwertsteuer.,92, , ,Frau Badran gibt diesbezüglich die besten Antworten.  Bin kein SP Wähler aber bei dieser Vorlage haben all ihre Argumente Hand und Fuss.,2,99999998,4,99999998,9,99999998, , , , ,99999998, , , ,22, , , ,"Es geht nicht an, dass grosse Medienfirmen welche hohe Dividenden ausschütten Staatsgelder erhalten.",40, , , ,"Die Medien müssen sich den aktuellen Problemen stellen und Lösungen finden.  Es liegt nicht am Staat, sonst kommt morgen der Bäcker, Übermorgen der Coiffeur, etc.. die Geld vom Staat wollen.",7,5,4,5,7,7,6,4,5,5,7,7,1,6,2,7,4,4,4,6,5,7,4,5,3,3,3,2,1,1,3,3,3,1,2,2,1,1,3,4,2,1,1,1,1,1,4,4,4,1,1,4,1,1,1,4,4,1,2,1,1,1,1,1,1,5,0,7,0,5,0,0,6,5,0,0,5,0,0,5,5,5,5,3,5,5,5,6,2,1,10,5,5,2,5,2,5,2,5,4,4,3,2,1,0,0,99999998,99999998,99999998,99999998,5,0,1,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,0,3,3,2,2,4,6,3,1,1,2, ,99999998,51,3,99999998,33,10,1,1,99999998,99999998,98,2,1,.32412622153609,.264324448618345,.542672191430677,.417668844635565
10056,20220213.24066.213,1944,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,17,2,99999998,2,99999998,4,99999998, , ,99999998, ,36, , ,Forschung,41, , ,"Sich nicht mit der EU binden, Selbstbestimmung",1,4,99999998,99999998,10,21, , ,Schutz der Kinder,24, , ,Rauchen Jugend,99999998, , , ,99999998, , , ,2,99999998,2,99999998,4,99999998, , , ,99999998, , , ,99, , , , , , , , , ,2,99999998,4,99999998,10,99999998, , , , ,99999998, , , ,34, , , ,Es wird nie die Wahrheit geschrieben,22, , , ,Grosse Medien sind Abzocker,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,98,8,8,6,8,8,8,2,3,1,2,1,4,1,4,1,1,1,1,1,1,2,1,2,3,2,2,2,2,2,3,1,1,2,1,1,1,1,4,1,1,1,1,2,5,5,5,5,1,2,3,0,0,7,7,0,0,0,0,0,0,98,0,5,5,5,10,3,1,10,2,5,2,2,2,1,1,5,5,3,1,1,2,1,1,99999998,99999998,99999998,99999998,2,5,1,1,98,1,2,99999998,99999998,99999998,99999998,98,1,99999998,99999998,99999998,99999998,99999998,5,1,2,98,5,5,5,5,98,2,1,1,1,1,2,4,32,9,9,99999998,10,99999998,1,99999998,99999998,5,2,2,1.46916828706365,.825301115481796,2.4597725236263,1.89316932806303
