CODERESP;SECURITYID;BIRTHYEARR;CONTROL1;CONTROL3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON1ACC3_05;REASON2ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON2ACC3_05;REASON1DEN3;REASON1DEN3_01;REASON1DEN3_02;REASON2DEN3;REASON2DEN3_01;REASON2DEN3_02;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_8;TRUST_9;TRUST_18;TRUST_30;TRUST_32;TRUST_36;TRUST_37;TRUST_38;TRUST_39;TRUST_51;TRUST_52;TRUST_53;LRSP;VALUE1;VALUE2;VALUE4;VALUE5;VALUE6;VALUE8;VALUE12;VALUE13;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;COVID1A;COVID1B;COVID1C;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;MEDKONS_1;MEDKONS_2;MEDKONS_3;MEDKONS_4;MEDKONS_5;MEDKONS_6;MEDKONS_7;MEDKONS_8;MEDKONS_9;MEDKONS_10;MEDKONS_11;MEDKONS_12;MEDHAUPT;MEDNR_1;MEDNR_2;MEDNR_3;MEDNR_4;MEDNR_5;MEDNR_6;MEDNR_7;MEDNR_8;MEDNR_9;MEDNR_10;MEDNR_11;MEDNR_12;MEDNR_13;MEDNR_14;MEDNR_15;MEDNR_16;MEDNR_17;MEDNR_18;MEDNR_19;MEDNR_20;MEDNR_21;MEDNR_22;MEDNR_23;MEDNR_24;MEDNR_25;MEDNR_26;MEDNR_27;MEDNR_28;MEDNR_29;MEDNR_30;MEDNR_31;MEDNR_32;MEDNR_33;MEDNR_34;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3
10036;20220515.32298.214;1946;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;2;99999998;99999998;5; ;999; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;9;La simplicité de la demarche;303; ; ;Le don d'organe est une necessité;102; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;9;ne pas être un ilot de negativité;208; ; ; ; ;Faire parte de l'Europe;208; ; ; ; ; ;99999998; ; ;99999998; ;7;5;4;5;2;8;2;4;7;8;5;98;98;7;7;7;3;7;5;1;2;2;4;4;2;5;4;2;2;8;8;8;8;8;8;1;1;2;2;2;4;4;3;2;2;2;2;2;3;3;4;1;1;1;3;5;7;5;3;5;6;1;3;7;3;98;0;0;0;4;0;0;0;0;0;4;0;4;4;1;9;1;1;4;1;1;1;3;5;5;5;1;1;98;0;99999998;99999998;0;0;99999998;99999998;5;0;99999998;99999998;99999998;99999998;99999998;0;99999998;99999998;99999998;0;99999998;3;0;0;99999998;99999998;0;99999998;99999998;99999998;5;99999998;5;98;5;3;1;1;2;99999998;99999998;32;7;3;33;22;8;8;99999998;99999998;98;1;1;0.491335958;0.547827108;0.595021695
10037;20220515.42137.214;1965;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998;4; ;99999998; ; ; ; ;99999998; ; ;Schweizer Filme fördern;901; ; ; ;999; ;1;4;99999998;99999998;5;Kürzere Wartezeiten für Empfänger;202; ; ;Vereinfachung der Organspende;502; ; ;99999998; ; ; ;99999998; ;1;2;99999998;99999998;8;Schutz der Aussengrenzen;200; ; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;9;8;7;5;7;7;5;8;5;9;8;3;7;9;7;7;98;9;9;4;5;3;5;1;4;1;2;2;3;2;2;3;3;8;3;1;1;1;2;2;3;3;2;2;8;2;3;2;3;8;2;1;1;1;4;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;5;5;5;0;5;5;5;8;5;1;10;2;3;1;1;1;1;1;3;3;3;1;1;2;0;0;0;99999998;99999998;99999998;99999998;0;2;0;1;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;1;0;3;3;3;1;1;2;1;2;2;32;3;99999998;33;23;1;2;32;3;6;1;2;0.192787246;0.333417636;0.237885822
10038;20220515.45987.214;2003;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;1;1;99999998;99999998;4;Unterstützung von Schweizer Produktionen.;212; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;8; ;999; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;2;99999998;99999998;4; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;9;8;5;7;7;9;6;6;7;8;6;3;4;7;9;7;6;7;7;3;3;2;5;3;3;2;3;1;2;2;2;1;4;3;3;1;1;1;1;1;3;3;3;2;3;2;1;8;3;3;3;1;2;1;1;6;0;9;7;0;2;0;2;2;2;0;7;6;9;0;7;7;6;2;2;7;4;8;3;2;8;1;4;2;3;2;4;1;1;4;3;5;4;2;2;1;1;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;1;1;3;0;4;4;0;1;0;3;1;1;1;2;2;21;4;99999998;99999998;10;99999998;4;33;3;6;1;2;0.472092993;0.465412522;0.582671986
10042;20220515.31982.214;1952;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;3;1;3;99999998;99999998;5; ;999; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;9;zu wenig Organe;202; ; ; ;999; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;7;Sicherheit;210; ; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;4;4;6;5;8;9;4;4;5;8;7;3;7;9;8;4;3;8;8;3;4;4;5;2;3;3;3;2;2;3;2;3;3;2;3;1;1;2;2;2;3;4;3;1;1;2;2;2;2;3;2;1;1;1;2;7;5;8;4;4;6;6;3;5;8;0;1;1;1;1;98;98;5;4;4;7;4;7;4;1;9;5;3;1;5;2;3;1;4;4;3;1;1;98;0;0;0;99999998;99999998;99999998;99999998;5;1;0;5;0;5;0;99999998;99999998;99999998;99999998;1;0;99999998;99999998;99999998;99999998;99999998;2;0;0;0;3;3;2;1;1;3;1;1;1;2;4;51;7;3;33;23;1;2;51;7;9;1;2;0.39537716;0.389782277;0.487986898
10045;20220515.32836.214;1961;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;3;99999998;99999998;3;In anderen europäischen Ländern gibt es ähnliche Vorgaben für die Streaming-Dienste, ohne dass die Gebühren wesentlich stiegen oder das Angebot sich verschlechterte. Das Anliegen ist also nicht neu und in anderen Ländern funktioniert es auch.;301;210; ; ;Die Förderung des Schweizer Filmschaffens.;212; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;8;Es gibt zu wenig Organe für Menschen wo es sicher Sinn macht, dass sie ein neues kriegen.;201; ; ;Es ist eine moralische Pflicht, dass gesunde Menschen anderen helfen.;207; ; ;99999998; ; ; ;99999998; ;2;99999998;4;99999998;7; ;99999998; ; ; ; ; ;99999998; ; ; ; ;Viele Flüchtlinge fliehen aus ökonomischen Gründen. Viele von ihnen haben aufgrund des Klimawandels keine Perspektive in ihrer Heimat. Wenn wir schon die Hauptverursacher des Klimawandels sind, können wir es den Opfern nicht verwehren, dass sie andernorts eine neue Heimat mit neuen Chancen suchen.;301; ;Geschlossene Grenzen für einen Teil der Menschen sind in einer globalisierten Welt nie gut.;410; ;8;4;98;6;3;9;8;0;7;9;8;0;5;8;9;8;98;10;3;1;1;2;3;6;1;6;6;1;2;2;4;2;4;4;4;1;1;2;1;2;4;4;4;1;1;4;4;3;2;1;4;1;1;1;2;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;98;3;98;0;0;7;6;10;3;8;10;4;1;1;1;1;5;1;5;1;1;1;1;8;0;3;0;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;5;0;0;0;0;0;5;0;2;1;2;1;1;2;52;3;99999998;32;10;2;1;99999998;99999998;13;1;1;1.199984906;1.44590462;2.950672146
10047;20220515.38259.214;1943;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;10;2;99999998;4;99999998;7; ;99999998; ; ; ; ;99999998; ; ;Le cinéma ne doit pas être soutenu par l'état.;409; ; ;la 'culture' en général nous coût trop cher.;201; ;1;4;99999998;99999998;9;Par ce que tout le monde peut être concerné;201; ; ;C'est une solutions équitable;207; ; ;99999998; ; ; ;99999998; ;1;2;99999998;99999998;8;Nos frontières seront mieux protégées;210; ; ; ; ;Je sentis plus sûr dans notre pays;210; ; ; ; ; ;99999998; ; ;99999998; ;8;6;4;4;3;7;2;4;1;9;9;2;3;8;8;3;98;7;8;5;5;3;3;1;5;1;1;2;2;3;3;3;2;2;1;1;1;1;1;2;3;4;4;2;2;1;3;2;3;3;2;1;1;1;2;7;5;0;6;5;4;2;0;6;2;0;0;0;0;0;0;0;0;0;0;7;0;7;4;2;10;5;5;4;5;4;1;1;5;1;1;1;1;98;0;99999998;99999998;0;0;99999998;99999998;5;5;99999998;99999998;99999998;99999998;99999998;5;99999998;99999998;99999998;0;99999998;0;0;0;99999998;99999998;0;99999998;99999998;99999998;0;99999998;0;5;0;10;1;1;2;99999998;99999998;32;7;3;33;10;2;1;99999998;99999998;15;1;2;0.311747024;0.306391524;0.332786752
10049;20220515.40542.214;1941;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;2;99999998;4;99999998;3; ;99999998; ; ; ; ;99999998; ; ;Es besteht kein direkter Zusammenhang.;900; ; ;Die Anbieter sollen Steuern zahlen, davon kann man Fördergelder nehmen.;201; ;2;99999998;4;99999998;8; ;99999998; ; ; ;99999998; ;Unethisch.;207; ; ;Einschränkung der Selbstbestimmung.;204; ;2;99999998;4;99999998;3; ;99999998; ; ; ; ; ;99999998; ; ; ; ;Menschenrechtsverletzungen durch Frontex.;201; ;Der erste Grund genügt ja wohl.;999; ;5;3;2;4;2;6;6;3;3;0;5;0;2;6;8;7;0;6;4;2;3;3;4;3;2;4;3;1;1;4;4;2;1;3;2;1;1;4;4;4;1;1;1;2;1;4;4;3;1;2;2;1;1;1;2;5;1;0;3;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;4;0;3;2;1;10;3;1;2;1;2;2;2;3;4;3;1;1;8;0;0;0;99999998;99999998;99999998;99999998;3;1;0;2;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;1;0;0;0;4;3;0;2;0;2;1;1;2;99999998;99999998;32;7;3;33;10;1;1;99999998;99999998;4;2;1;0.457667378;0.586362643;0.342880696
10050;20220515.41686.214;1962;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;2;99999998;99999998;8;Unterstützung Schweizer Filmbranche;212; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;8;Leben retten;201; ; ;kostspielige Alternativtherapien sind nicht mehr nötig.;303; ; ;99999998; ; ; ;99999998; ;2;99999998;2;99999998;5; ;99999998; ; ; ; ; ;99999998; ; ; ; ;Frontex hält sich nicht an Spielregeln.;401; ; ;999; ;7;5;5;2;2;7;10;3;7;8;5;0;8;8;9;8;98;8;3;2;2;2;9;5;2;9;9;1;1;1;1;1;2;4;4;1;1;1;1;1;4;4;4;2;2;8;8;2;1;1;2;1;1;1;2;5;8;4;8;5;5;0;0;5;5;5;0;0;0;0;0;0;0;0;0;8;0;10;3;1;10;5;3;1;1;1;1;1;5;4;1;1;1;98;0;0;0;99999998;99999998;99999998;99999998;5;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;2;2;0;5;0;2;1;1;1;1;3;32;3;99999998;32;23;1;2;51;3;8;1;2;0.96234556;0.891812713;0.87059277
10051;20220515.31859.214;1983;99999998;99999998; ;1;2;2;0;0;0;0;0;0;0;1;0;0;0;99;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;7;7;8;5;5;9;5;7;7;8;9;98;7;5;7;10;2;7;98;2;1;1;1;6;3;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;1;1;2;1;1;2;1;4;3;2;1;2;8;0;0;0;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;1;1;1;0;3;1;2;1;1;8;99999998;99999998;52;3;99999998;32;21;1;1;99999998;99999998;9;1;1;1.863942771;1.851534845;1.868266839
10054;20220515.45552.214;1939;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;19;1;2;99999998;99999998;0;Die Weiterentwicklung des CH Filmes schein mir so doch recht gut gestützt zu werden.;212; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;2;99999998;4;99999998;0; ;99999998; ; ; ;99999998; ;ich will das nicht;103; ; ;Ich behaupte, die Bearbeitung der Materie wird einen unendlichen zunehmen und in die MIO gehen;999; ;8;99999998;99999998;99999998;4; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;8;6;3;0;3;8;3;98;0;8;98;0;3;9;9;4;0;98;7;4;5;2;5;1;4;1;1;2;2;4;8;4;4;1;4;1;1;4;8;1;1;8;1;2;2;8;8;3;8;1;1;8;8;3;3;5;0;3;5;2;2;0;0;2;0;98;98;98;98;98;1;1;1;1;1;1;1;1;4;8;98;98;98;98;98;98;98;98;98;98;98;98;98;99999998;0;0;0;99999998;99999998;99999998;99999998;5;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;5;3;0;0;0;19;1;1;1;2;6;51;7;3;98;10;2;1;99999998;99999998;8;1;1;1.006673527;0.389766968;0.541396191
10057;20220515.41705.214;1998;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;1;8;99999998;99999998;99999998;2; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;2;99999998;8;99999998;3; ;99999998; ; ; ;99999998; ; ;999; ; ; ; ; ;8;99999998;99999998;99999998;4; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;8;8;6;5;6;7;6;7;6;8;8;5;5;6;6;6;5;7;8;4;4;2;4;3;6;1;1;8;8;8;8;3;1;2;2;8;1;2;2;3;1;8;2;1;8;2;2;2;3;2;2;1;1;1;3;0;0;0;9;9;0;0;8;0;0;98;8;0;0;0;5;5;5;2;0;5;2;10;5;1;9;3;5;1;1;1;5;4;1;1;3;5;1;2;0;99999998;99999998;0;98;99999998;99999998;98;5;99999998;99999998;99999998;99999998;99999998;0;99999998;99999998;99999998;0;99999998;0;0;2;99999998;99999998;5;99999998;99999998;99999998;0;99999998;3;0;5;1;2;2;1;2;2;52;9;9;99999998;98;99999998;8;99999998;99999998;98;8;7;1.665182236;3.566801468;1.663879263
10059;20220515.33138.214;1974;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;99;1;4;99999998;99999998;1;Die Vorlage hat für mich Sinn gemacht und die Argumente der Befürworter waren schlüssig;102; ; ; ;Unterstützung der Schweizer Filmindustrie;212; ; ; ;99999998; ; ; ;99999998; ;2;99999998;4;99999998;8; ;99999998; ; ; ;99999998; ;Ich finde dass man nicht einfach davon ausgehen kann dass jemand der nicht sich nicht explizit gegen die Organspende ausspricht die Organspende befürwortet.;203; ; ;keine;999; ;1;4;99999998;99999998;8;Eine funktionierende Frontex ist auch im Interesse der Schweiz. Wir müssen uns daher auch finanziell engagieren.;203; ; ; ; ;keine;999; ; ; ; ; ;99999998; ; ;99999998; ;8;6;3;7;6;9;6;5;5;9;9;0;2;8;9;5;2;7;5;2;1;3;5;4;2;2;3;1;3;3;2;2;4;3;3;1;1;3;3;2;1;8;1;1;1;1;1;1;4;3;4;1;1;1;1;0;7;6;5;0;2;0;10;0;4;0;0;3;10;3;5;5;0;0;4;7;0;10;5;1;10;1;3;1;1;1;5;1;5;3;3;1;5;8;0;0;0;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;2;1;2;5;0;9;2;2;1;2;1;52;3;99999998;32;10;1;1;99999998;99999998;15;1;2;0.338674469;0.828637745;0.414428765
10060;20220515.39644.214;1954;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;2;99999998;99999998;5; ;999; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;8;la possibilité de donner des organes à qui en a besoin;201; ; ;J'ai une carte de donneur;107; ; ;99999998; ; ; ;99999998; ;1;2;99999998;99999998;6; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;8;8;5;5;5;9;5;8;8;9;8;98;98;9;5;5;3;5;98;2;1;3;3;3;3;3;2;2;2;2;2;8;2;8;8;1;1;2;2;2;3;3;3;1;2;2;2;2;3;3;3;1;1;1;3;3;0;3;8;7;0;3;3;0;5;0;0;0;3;3;3;1;2;2;1;5;0;8;3;1;10;4;4;1;1;3;3;4;3;4;4;1;1;7;0;99999998;99999998;3;1;99999998;99999998;3;3;99999998;99999998;99999998;99999998;99999998;0;99999998;99999998;99999998;1;99999998;0;1;1;99999998;99999998;3;99999998;99999998;99999998;4;99999998;2;1;1;16;2;2;1;2;4;52;6;7;99999998;10;99999998;1;99999998;99999998;6;2;2;0.350679966;0.380756972;0.397712959
10062;20220515.32314.214;1956;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;4;2;99999998;2;99999998;7; ;99999998; ; ; ; ;99999998; ; ; ;999; ; ; ; ; ;1;4;99999998;99999998;8; ;999; ; ; ; ; ; ;99999998; ; ; ;99999998; ;3;99999998;99999998;4;5; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;98;7;5;98;5;5;5;7;6;8;7;5;6;8;9;6;6;9;6;3;2;1;3;2;5;2;2;2;3;2;2;8;2;2;8;1;2;2;2;2;2;8;3;2;2;2;2;2;8;8;2;1;1;1;2;98;3;8;8;8;6;2;2;8;7;1;0;0;0;0;98;98;98;98;98;6;98;6;3;1;7;5;1;3;3;1;4;2;3;5;4;1;1;9;0;99999998;99999998;0;98;99999998;99999998;0;98;99999998;99999998;99999998;99999998;99999998;2;99999998;99999998;99999998;0;99999998;0;0;0;99999998;99999998;0;99999998;99999998;99999998;5;99999998;0;5;0;4;1;1;1;2;6;33;7;3;33;22;2;2;32;7;4;2;2;0.170595652;0.154001996;0.141201434
10063;20220515.30494.214;1994;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998;7; ;99999998; ; ; ; ;99999998; ; ; ;999; ; ; ; ; ;2;99999998;2;99999998;5; ;99999998; ; ; ;99999998; ;Wiedersprüche;402; ; ; ;999; ;2;99999998;4;99999998;7; ;99999998; ; ; ; ; ;99999998; ; ; ; ;Sinnlos, wir wären nicht so einfach aus dem Schenken rausgeflogen;501; ; ;999; ;2;1;8;3;4;8;4;3;2;2;5;0;0;8;8;3;8;8;7;3;6;3;3;4;3;2;2;2;2;3;3;2;3;3;2;2;3;3;2;3;1;1;1;2;2;3;2;2;2;1;2;2;2;2;3;0;0;2;5;0;0;0;6;0;0;0;5;0;0;0;4;5;0;0;0;2;0;3;4;1;10;1;1;1;1;1;4;1;3;5;1;1;1;6;0;0;0;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;5;0;0;0;0;0;5;1;0;1;1;1;1;2;2;32;3;99999998;33;21;1;3;99999998;99999998;9;2;1;0.451314639;0.462065817;0.754838657
10064;20220515.41332.214;1997;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;99;2;99999998;4;99999998;98; ;99999998; ; ; ; ;99999998; ; ; ;999; ; ; ; ; ;2;99999998;2;99999998;5; ;99999998; ; ; ;99999998; ; ;999; ; ; ; ; ;1;4;99999998;99999998;98; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;7;5;98;4;98;8;7;98;5;6;5;98;98;7;9;6;10;8;98;1;1;1;8;1;6;1;1;8;1;8;3;3;1;2;1;2;3;1;2;1;1;1;1;8;2;8;1;2;3;8;8;8;8;8;1;0;0;3;5;6;0;0;5;0;5;7;0;0;0;0;5;0;0;0;0;0;0;6;8;1;6;1;5;1;1;1;5;2;2;3;3;5;1;2;2;0;0;99999998;99999998;99999998;99999998;0;5;0;0;0;0;1;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;4;0;0;0;2;0;0;0;0;18;2;2;2;99999998;99999998;32;3;99999998;33;10;1;2;52;3;98;8;1;1.648691878;1.687966871;1.906429442
10065;20220515.30745.214;1970;99999998;99999998; ;2;3;2;1;0;0;0;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;10;5;5;5;5;5;10;10;5;10;10;0;0;10;10;5;5;10;98;6;6;1;1;1;6;9;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;5;3;2;1;2;5;1;5;5;5;4;3;9;0;99999998;99999998;0;0;99999998;99999998;5;5;99999998;99999998;99999998;99999998;99999998;0;99999998;99999998;99999998;0;99999998;1;5;0;99999998;99999998;5;99999998;99999998;99999998;5;99999998;5;1;5;16;1;2;1;2;1;32;5;3;33;10;1;8;99999998;99999998;2;3;1;1.666186501;1.6614961;1.668942225
10066;20220515.30124.214;1946;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;19;1;4;99999998;99999998;10;Durch Kolegen;904; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;10;Ich habe schon viele OP hinter mir;105; ; ; ;999; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;10;Durch die Medien;906; ; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;10;8;8;8;8;8;8;6;7;10;10;8;8;10;10;8;8;10;5;3;6;1;4;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;6;0;8;8;8;8;5;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;6;3;2;10;5;1;1;5;1;1;1;1;5;1;1;1;98;5;0;0;99999998;99999998;99999998;99999998;5;0;0;0;0;0;5;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;5;5;0;0;0;19;1;1;1;2;2;32;7;3;33;10;1;1;99999998;99999998;98;1;1;0.672495122;0.695314605;0.529889946
10067;20220515.30588.214;1946;99999998;99999998; ;2;2;2;0;0;0;1;0;0;0;0;0;0;0;5;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;7;4;5;7;5;7;5;4;5;7;8;2;5;8;7;4;2;7;4;2;1;2;3;2;1;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;10;5;1;1;2;2;5;1;3;5;2;4;1;98;0;0;5;99999998;99999998;99999998;99999998;5;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;5;2;0;2;0;5;1;1;1;2;2;51;7;1;12;21;1;1;99999998;99999998;4;1;2;6.157094157;6.116107509;6.171377695
